metrica,r2_temp,mae_temp,rmse_temp,recall_helada,precision_helada,f1_helada,falsas_alarmas_promedio,heladas_perdidas_promedio
Promedio General,0.2924132596252128,1.6300819808802445,2.0293103195279754,0.7245468816897389,0.048021992135463674,0.08809833887838694,124.71428571428571,2.2857142857142856
