nombre_corto,codigo,r2_temp,mae_temp,recall_helada,precision_helada,f1_helada,heladas_detectadas,heladas_totales_test,falsas_alarmas
21205880,21205880,0.40062920071892816,1.6939763298920878,0.9090909090909091,0.12658227848101267,0.2222222222222222,20,22,138
21206060,21206060,0.24909173131378093,1.3818188868002672,0.5,0.04,0.07407407407407407,3,6,72
21205420,21205420,0.33430825216408533,1.7822852916861605,0.7692307692307693,0.052083333333333336,0.0975609756097561,10,13,182
21205960,21205960,0.3187065611796661,1.6654692071179291,0.6363636363636364,0.051094890510948905,0.0945945945945946,7,11,130
21205980,21205980,0.21245357615267368,1.772369970659308,0.8571428571428571,0.03571428571428571,0.06857142857142857,6,7,162
21205870,21205870,0.30463572312821763,1.3691721822455736,1.0,0.014285714285714285,0.028169014084507043,1,1,69
21205940,21205940,0.2270677727191377,1.7454819977603846,0.4,0.01639344262295082,0.031496062992125984,2,5,120
